Product ID,Product Category,Product Position,Price,Promotion,Foot Traffic,Consumer Demographics,Seasonal,Competitor Price,Sales Volume
PRD0355,Food,Front of Store,47.5,No,Medium,College Students,Yes,41.38,585
PRD0356,Clothing,Front of Store,416.5,Yes,Low,Young Adults,Yes,434.3,578
PRD0357,Food,Front of Store,366.42,No,Low,Families,Yes,314.37,610
PRD0358,Clothing,End-cap,177.42,Yes,High,College Students,Yes,181.99,1785
PRD0359,Electronics,Front of Store,174.82,No,Medium,Seniors,No,197.91,457
PRD0360,Clothing,End-cap,393.21,Yes,Medium,Seniors,No,402.11,1557
PRD0361,Food,Aisle,262.95,No,Medium,Families,Yes,254.13,683
PRD0362,Clothing,End-cap,177.41,No,Low,Families,No,185.04,633
PRD0363,Food,Aisle,53.32,Yes,Medium,Young Adults,Yes,52.65,605
PRD0364,Food,End-cap,362.39,Yes,High,College Students,Yes,367.35,1069
PRD0365,Clothing,End-cap,228.96,Yes,Low,Families,No,259.28,622
PRD0366,Food,Front of Store,38.25,Yes,Low,Seniors,Yes,36.94,724
PRD0367,Clothing,End-cap,27.12,No,Low,Families,Yes,30.87,843
PRD0368,Electronics,End-cap,356.84,Yes,Low,Young Adults,Yes,400.23,1025
PRD0369,Food,Front of Store,16.18,Yes,High,Young Adults,Yes,14.7,998
PRD0370,Food,Aisle,174.82,,Low,College Students,Yes,152.23,302
PRD0371,Food,End-cap,59.13,No,Low,Seniors,Yes,52.05,510
PRD0372,Food,Front of Store,401.02,No,High,College Students,Yes,343.06,422
PRD0373,Electronics,Aisle,465.31,Yes,Medium,Seniors,Yes,408.7,713
PRD0374,Electronics,End-cap,371.54,Yes,High,Seniors,Yes,391.94,1435
PRD0375,Clothing,End-cap,260.42,No,Medium,Families,Yes,226.92,602
PRD0376,Food,End-cap,278.2,Yes,Low,Seniors,Yes,263.09,332
PRD0377,Food,Aisle,168.84,Yes,Low,Seniors,No,186.31,577
PRD0378,Electronics,Aisle,,No,Low,Young Adults,No,185.15,294
PRD0379,Clothing,End-cap,233.72,No,High,College Students,No,255.77,749
PRD0380,Electronics,End-cap,399.89,Yes,Medium,College Students,Yes,373.72,125
PRD0381,Electronics,Aisle,316.73,Yes,Medium,Young Adults,Yes,280.45,644
PRD0382,Clothing,Front of Store,97.26,Yes,High,Families,Yes,103.0,1971
PRD0383,Food,Aisle,330.37,No,High,College Students,No,343.15,1236
PRD0384,Food,Front of Store,200.81,No,Medium,Young Adults,Yes,223.55,569
PRD0385,Electronics,Front of Store,370.01,,High,Families,Yes,396.1,811
PRD0386,Electronics,Front of Store,442.13,No,Low,Young Adults,No,482.38,526
PRD0387,Electronics,End-cap,227.54,Yes,Medium,College Students,No,212.66,637
PRD0388,Clothing,End-cap,217.63,Yes,High,College Students,No,196.57,1488
PRD0389,Clothing,Front of Store,7.2,No,Medium,Seniors,Yes,7.74,811
PRD0390,Electronics,Front of Store,111.32,Yes,High,Young Adults,No,121.57,1760
PRD0391,Food,Front of Store,,No,Medium,Seniors,No,163.79,640
PRD0392,Food,Aisle,353.36,No,Medium,Young Adults,Yes,344.1,469
PRD0393,Clothing,End-cap,399.02,,Medium,College Students,No,383.7,670
PRD0394,Clothing,Front of Store,,No,Low,Young Adults,No,314.9,347
PRD0395,Food,Front of Store,,,Low,Young Adults,No,381.61,391
PRD0396,Clothing,Aisle,270.76,No,Medium,Families,Yes,305.75,610
PRD0397,Food,End-cap,186.07,Yes,High,Families,No,206.08,1913
PRD0398,Electronics,Front of Store,102.55,No,Low,Families,No,100.37,318
PRD0399,Clothing,End-cap,61.41,No,High,Seniors,No,66.03,1672
PRD0400,Electronics,Front of Store,337.0,Yes,Medium,Young Adults,No,362.73,788
PRD0401,Clothing,Aisle,247.29,No,High,College Students,Yes,217.85,745
PRD0402,Clothing,Aisle,,No,Low,Young Adults,No,541.48,298
PRD0403,Electronics,End-cap,160.14,No,High,Young Adults,Yes,160.39,315
PRD0404,Electronics,Aisle,197.38,No,High,Families,No,216.71,1043
PRD0405,Clothing,End-cap,199.31,No,Medium,Seniors,No,188.55,854
PRD0406,Electronics,Front of Store,61.54,Yes,Medium,College Students,Yes,68.84,785
PRD0407,Food,Aisle,179.23,,High,College Students,No,173.27,994
PRD0408,Food,Front of Store,231.64,No,High,Families,Yes,197.65,1039
PRD0409,Electronics,Front of Store,90.4,Yes,Medium,College Students,Yes,101.39,455
PRD0410,Food,Aisle,338.43,Yes,Low,Young Adults,No,296.93,382
PRD0411,Food,Aisle,,Yes,Low,Young Adults,No,379.55,563
PRD0412,Food,Aisle,459.75,No,High,Families,No,521.82,514
PRD0413,Clothing,Front of Store,297.13,Yes,Medium,Seniors,No,337.3,933
PRD0414,Food,End-cap,337.69,Yes,High,Young Adults,No,345.13,890
PRD0415,Food,End-cap,160.03,Yes,Medium,Seniors,No,166.36,1141
PRD0416,Electronics,Front of Store,123.09,Yes,Low,Seniors,No,121.19,540
PRD0417,Food,Front of Store,62.89,No,High,College Students,No,58.99,463
PRD0418,Clothing,Front of Store,189.79,Yes,Medium,Young Adults,Yes,180.03,1052
PRD0419,Clothing,Aisle,74.97,Yes,High,College Students,No,78.85,836
PRD0420,Electronics,End-cap,197.29,No,Low,Families,Yes,212.23,407
PRD0421,Clothing,End-cap,300.23,No,Low,Young Adults,No,326.49,571
PRD0422,Clothing,End-cap,289.53,Yes,High,Families,Yes,314.69,2018
PRD0423,Food,End-cap,214.4,No,High,College Students,Yes,188.11,730
PRD0424,Food,End-cap,245.9,No,High,College Students,Yes,245.49,1069
PRD0425,Clothing,End-cap,271.0,No,Medium,College Students,Yes,235.03,790
PRD0426,Electronics,Front of Store,459.98,Yes,Medium,Young Adults,Yes,466.81,1036
PRD0427,Electronics,Front of Store,465.69,Yes,High,College Students,No,457.52,1231
PRD0428,Food,Aisle,90.75,No,Low,Families,No,101.31,342
PRD0429,Clothing,Front of Store,87.6,Yes,High,Seniors,No,83.68,879
PRD0430,Food,Front of Store,147.97,Yes,High,Young Adults,No,130.97,1200
PRD0431,Electronics,End-cap,97.61,Yes,Low,Families,No,87.16,432
PRD0432,Clothing,Aisle,421.78,Yes,Low,Young Adults,No,454.87,61
PRD0433,Food,End-cap,311.61,Yes,Medium,College Students,No,322.66,1132
PRD0434,Food,Aisle,433.43,Yes,High,Young Adults,No,381.56,1239
PRD0435,Electronics,Front of Store,476.16,Yes,High,College Students,No,416.75,340
PRD0436,Food,Front of Store,244.88,Yes,High,Families,Yes,259.64,897
PRD0437,Electronics,End-cap,101.59,Yes,High,Families,No,88.57,1618
PRD0438,Electronics,End-cap,195.05,Yes,Low,Seniors,Yes,213.88,1133
PRD0439,Clothing,End-cap,282.98,No,High,College Students,Yes,300.49,1162
PRD0440,Clothing,Front of Store,328.27,Yes,High,Seniors,No,287.04,914
PRD0441,Food,Front of Store,207.52,No,High,Families,Yes,181.67,850
PRD0442,Electronics,Front of Store,248.4,Yes,High,College Students,Yes,284.66,1817
PRD0443,Electronics,Aisle,356.52,No,Medium,Seniors,No,343.07,403
PRD0444,Clothing,End-cap,224.71,Yes,High,Young Adults,No,215.99,1037
PRD0445,Clothing,Aisle,87.79,Yes,Low,Young Adults,No,96.03,428
PRD0446,Electronics,Front of Store,284.87,No,Medium,Families,No,323.09,471
PRD0447,Clothing,Front of Store,398.96,No,High,Families,No,457.13,1026
PRD0448,Food,Aisle,114.16,No,Low,Seniors,Yes,122.84,572
PRD0449,Electronics,End-cap,21.18,Yes,Medium,Seniors,No,20.39,998
PRD0450,Clothing,End-cap,116.3,Yes,Medium,Seniors,No,101.77,841
PRD0451,Food,Front of Store,147.89,,High,College Students,Yes,160.19,903
PRD0452,Electronics,Front of Store,391.47,Yes,Medium,Young Adults,Yes,398.33,455
PRD0453,Food,Front of Store,285.0,Yes,High,College Students,No,278.52,1479
PRD0454,Food,End-cap,387.41,,High,College Students,Yes,434.64,1128
PRD0455,Electronics,Aisle,250.18,Yes,Medium,Seniors,No,221.0,614
PRD0456,Food,Front of Store,257.85,No,Medium,Young Adults,Yes,257.28,1174
PRD0457,Clothing,Front of Store,288.49,No,Medium,Seniors,Yes,246.2,653
PRD0458,Clothing,Aisle,137.61,Yes,Medium,Young Adults,No,136.32,503
PRD0459,Clothing,End-cap,273.84,Yes,Medium,Young Adults,No,237.39,793
PRD0460,Food,Front of Store,495.49,No,Low,Seniors,Yes,438.83,564
PRD0461,Clothing,End-cap,273.31,No,Low,Families,No,241.95,506
PRD0462,Food,Front of Store,379.61,Yes,High,College Students,Yes,396.6,731
PRD0463,Clothing,End-cap,381.2,,High,Young Adults,Yes,409.34,1915
PRD0464,Electronics,Aisle,223.48,Yes,High,Seniors,Yes,229.07,857
PRD0465,Food,Front of Store,113.18,Yes,Medium,College Students,Yes,128.87,1340
PRD0466,Food,Front of Store,215.45,No,High,College Students,Yes,207.36,1191
PRD0467,Clothing,Front of Store,369.31,Yes,High,Seniors,No,345.57,1012
PRD0468,Electronics,Front of Store,328.57,Yes,Medium,Families,No,364.9,1187
PRD0469,Clothing,Front of Store,127.53,Yes,Low,Families,Yes,116.96,557
PRD0470,Clothing,Aisle,438.03,No,High,Seniors,Yes,498.9,1036
PRD0471,Electronics,Front of Store,20.95,Yes,Medium,Families,No,17.88,893
PRD0472,Electronics,Front of Store,135.09,Yes,High,College Students,Yes,154.13,960
PRD0473,Clothing,End-cap,431.79,Yes,Low,Seniors,No,372.61,514
PRD0474,Electronics,Front of Store,48.06,No,High,Young Adults,No,53.7,1295
PRD0475,Clothing,End-cap,433.32,Yes,Low,Seniors,No,436.92,630
PRD0476,Food,Aisle,63.11,Yes,High,Families,No,72.44,942
PRD0477,Clothing,End-cap,406.89,No,Medium,College Students,No,354.86,499
PRD0478,Food,End-cap,108.89,No,High,College Students,No,110.65,1301
PRD0479,Clothing,Aisle,370.12,No,High,Young Adults,Yes,422.23,1335
PRD0480,Electronics,Aisle,346.12,Yes,Low,Seniors,Yes,348.52,340
PRD0481,Food,End-cap,431.22,No,Medium,Families,No,447.96,775
PRD0482,Electronics,End-cap,,Yes,Medium,Young Adults,Yes,325.11,1425
PRD0483,Food,Aisle,216.94,No,Low,Seniors,No,213.98,341
PRD0484,Food,Aisle,309.99,No,Low,Families,Yes,321.85,437
PRD0485,Clothing,Aisle,393.5,No,High,Families,No,403.45,562
PRD0486,Clothing,Aisle,407.7,Yes,Low,College Students,No,456.77,564
PRD0487,Clothing,Aisle,403.69,No,Medium,College Students,Yes,348.64,471
PRD0488,Clothing,End-cap,287.19,Yes,Medium,College Students,Yes,268.32,1179
PRD0489,Electronics,Aisle,268.48,,Low,Families,No,304.76,522
PRD0490,Clothing,Front of Store,300.44,No,High,Seniors,Yes,335.62,1759
PRD0491,Clothing,Front of Store,88.35,Yes,Medium,Seniors,Yes,87.17,915
PRD0492,Food,Front of Store,489.61,Yes,Medium,Seniors,Yes,507.26,941
PRD0493,Electronics,Front of Store,149.85,No,Medium,Young Adults,No,139.84,634
PRD0494,Electronics,Aisle,288.5,No,Low,Young Adults,No,261.51,312
PRD0495,Food,Front of Store,476.44,No,High,College Students,No,471.25,991
PRD0496,Food,End-cap,259.64,Yes,Low,College Students,No,248.22,580
PRD0497,Clothing,Front of Store,450.58,Yes,High,Seniors,Yes,461.89,1352
PRD0498,Electronics,Aisle,408.51,Yes,Low,College Students,Yes,356.76,634
PRD0499,Clothing,Front of Store,72.12,Yes,High,Seniors,No,82.38,898
PRD0500,Food,End-cap,376.3,Yes,High,Seniors,Yes,431.19,2014
PRD0501,Clothing,Aisle,208.74,No,Low,Young Adults,Yes,221.15,537
PRD0502,Electronics,Aisle,34.35,Yes,High,Seniors,Yes,34.72,1034
PRD0503,Clothing,Aisle,142.28,No,Medium,College Students,No,134.15,181
PRD0504,Electronics,Front of Store,329.67,No,Medium,Seniors,Yes,360.7,539
PRD0505,Clothing,Front of Store,352.21,No,Low,College Students,Yes,371.73,641
PRD0506,Clothing,Aisle,70.68,,Medium,Seniors,No,63.53,645
PRD0507,Electronics,Front of Store,77.39,Yes,High,Families,Yes,86.93,901
PRD0508,Electronics,End-cap,164.44,No,Low,Young Adults,Yes,180.35,457
PRD0509,Electronics,Aisle,127.54,No,Medium,Young Adults,Yes,144.75,688
PRD0510,Clothing,End-cap,422.56,No,Low,Seniors,Yes,451.17,627
PRD0511,Clothing,End-cap,,,High,College Students,Yes,206.17,1072
PRD0512,Clothing,Front of Store,75.37,No,Low,Seniors,Yes,73.52,373
PRD0513,Food,Front of Store,318.04,No,Medium,Young Adults,No,359.33,582
PRD0514,Clothing,Aisle,315.77,No,Low,College Students,No,350.45,278
PRD0515,Electronics,End-cap,190.71,Yes,Low,Families,No,164.69,945
PRD0516,Electronics,Front of Store,42.38,No,High,Families,Yes,36.36,812
PRD0517,Electronics,End-cap,398.33,No,Low,College Students,Yes,383.57,668
PRD0518,Clothing,Front of Store,385.6,Yes,Medium,Seniors,Yes,421.52,1249
PRD0519,Electronics,End-cap,204.41,No,Medium,Young Adults,No,234.29,1000
PRD0520,Electronics,Aisle,376.15,No,Medium,College Students,Yes,336.7,435
PRD0521,Food,Front of Store,348.88,No,Low,Seniors,No,358.73,517
PRD0522,Food,Aisle,439.27,No,High,College Students,Yes,423.57,744
PRD0523,Electronics,End-cap,230.07,No,Medium,College Students,No,262.5,561
PRD0524,Food,End-cap,246.58,No,High,Young Adults,Yes,271.89,1267
PRD0525,Food,Aisle,293.07,Yes,High,Families,No,322.82,693
PRD0526,Electronics,End-cap,435.11,Yes,Low,Families,Yes,431.02,863
PRD0527,Clothing,Front of Store,424.35,Yes,Low,Families,Yes,413.51,469
PRD0528,Clothing,Front of Store,51.11,No,High,Families,No,47.64,954
PRD0529,Electronics,End-cap,486.21,Yes,High,Young Adults,No,421.5,1481
PRD0530,Clothing,End-cap,319.25,Yes,Medium,Seniors,Yes,354.18,923
PRD0531,Food,End-cap,350.16,Yes,Low,College Students,Yes,383.03,824
PRD0532,Electronics,End-cap,425.8,No,High,Young Adults,Yes,489.63,990
PRD0533,Clothing,Front of Store,398.86,No,Medium,Families,No,458.29,832
PRD0534,Clothing,Front of Store,201.87,Yes,Low,Families,Yes,205.23,358
PRD0535,Food,End-cap,484.22,Yes,Low,Young Adults,Yes,523.29,727
PRD0536,Electronics,Aisle,413.3,No,Low,College Students,Yes,468.45,608
PRD0537,Electronics,Aisle,249.88,Yes,Medium,Young Adults,Yes,276.09,500
PRD0538,Food,Front of Store,164.82,Yes,Medium,College Students,Yes,152.33,621
PRD0539,Electronics,Aisle,145.38,Yes,Medium,Young Adults,No,143.22,750
PRD0540,Electronics,End-cap,275.92,,Medium,Seniors,No,245.22,737
PRD0541,Food,Aisle,69.64,No,Medium,Families,No,79.13,607
PRD0542,Food,Front of Store,426.95,Yes,High,Seniors,No,440.55,1475
PRD0543,Clothing,End-cap,395.21,Yes,High,Young Adults,No,363.04,1624
PRD0544,Electronics,End-cap,447.61,No,Low,Seniors,No,470.67,718
PRD0545,Food,Front of Store,382.32,Yes,Medium,College Students,No,395.87,963
PRD0546,Clothing,Aisle,,No,High,Young Adults,No,26.56,695
PRD0547,Electronics,Front of Store,314.96,Yes,High,College Students,No,278.45,1406
PRD0548,Clothing,Front of Store,419.17,Yes,Medium,Seniors,No,440.75,1347
PRD0549,Food,Aisle,13.06,No,Medium,Families,Yes,13.14,528
PRD0550,Electronics,End-cap,465.07,No,Medium,Young Adults,No,503.06,544
PRD0551,Clothing,Aisle,,No,Low,College Students,No,83.7,512
PRD0552,Food,Aisle,230.98,Yes,High,Seniors,No,255.38,1033
PRD0553,Food,End-cap,495.96,Yes,Medium,Young Adults,Yes,503.68,348
PRD0554,Food,End-cap,216.76,No,Low,Families,No,220.72,676
PRD0555,Food,Front of Store,497.87,No,Medium,Young Adults,No,554.13,554
PRD0556,Food,Aisle,455.16,Yes,Medium,Families,Yes,441.98,632
PRD0557,Food,End-cap,441.66,Yes,Medium,Seniors,Yes,393.17,1000
PRD0558,Food,Aisle,154.42,No,High,College Students,No,132.59,792
PRD0559,Clothing,Aisle,437.84,Yes,Medium,Young Adults,No,471.35,867
PRD0560,Electronics,End-cap,438.91,Yes,High,Young Adults,Yes,454.75,1305
PRD0561,Electronics,End-cap,51.2,Yes,High,College Students,Yes,54.33,1732
PRD0562,Clothing,Aisle,183.42,Yes,Low,Young Adults,Yes,167.63,419
PRD0563,Food,End-cap,45.8,Yes,Low,Young Adults,No,40.8,778
PRD0564,Electronics,Aisle,333.93,No,High,Young Adults,Yes,285.3,888
PRD0565,Food,End-cap,326.21,Yes,High,Young Adults,No,311.59,981
PRD0566,Electronics,Front of Store,30.63,Yes,Medium,College Students,No,31.46,1137
PRD0567,Food,End-cap,314.67,Yes,Medium,Seniors,No,304.5,763
PRD0568,Clothing,Aisle,364.36,Yes,High,Young Adults,No,357.53,1211
PRD0569,Food,End-cap,378.84,No,High,College Students,Yes,424.77,1282
PRD0570,Electronics,Aisle,217.47,No,Medium,Seniors,Yes,207.57,775
PRD0571,Food,End-cap,50.14,No,Medium,College Students,No,50.35,718
PRD0572,Electronics,Aisle,52.12,No,Medium,Families,Yes,56.56,492
PRD0573,Food,Aisle,110.64,No,Medium,Seniors,No,107.21,497
PRD0574,Electronics,End-cap,43.58,Yes,Low,Seniors,Yes,45.18,636
PRD0575,Electronics,Aisle,298.87,Yes,Medium,Families,No,331.36,886
PRD0576,Electronics,Front of Store,262.12,Yes,High,Seniors,No,297.47,662
PRD0577,Food,Front of Store,225.31,Yes,High,Seniors,Yes,201.45,800
PRD0578,Electronics,End-cap,8.99,No,Medium,Families,No,10.14,523
PRD0579,Food,Aisle,175.07,No,Medium,College Students,No,174.66,642
PRD0580,Clothing,Aisle,64.69,No,High,Young Adults,Yes,60.0,1134
PRD0581,Clothing,Aisle,430.87,No,High,Seniors,No,425.59,726
PRD0582,Electronics,End-cap,348.55,Yes,Low,College Students,No,398.74,665
PRD0583,Food,End-cap,241.46,Yes,High,College Students,No,240.93,1393
PRD0584,Electronics,Front of Store,118.33,No,High,Families,Yes,112.25,1213
PRD0585,Food,Aisle,49.22,No,High,College Students,No,51.19,595
PRD0586,Food,Front of Store,403.95,Yes,Low,Families,No,372.46,585
PRD0587,Clothing,End-cap,56.08,,High,College Students,Yes,48.94,1357
PRD0588,Food,End-cap,186.94,Yes,Medium,Young Adults,Yes,166.13,1046
PRD0589,Food,Front of Store,153.13,No,High,College Students,Yes,136.04,951
PRD0590,Electronics,Aisle,194.45,Yes,High,College Students,Yes,174.14,1267
PRD0591,Electronics,Aisle,407.62,Yes,Low,College Students,No,363.45,86
PRD0592,Food,Aisle,437.88,,Medium,Families,Yes,456.39,661
PRD0593,Clothing,End-cap,322.58,No,High,Seniors,No,291.79,843
PRD0594,Electronics,Aisle,,Yes,Low,Families,No,324.43,205
PRD0595,Electronics,Aisle,38.86,No,High,Young Adults,Yes,43.49,951
PRD0596,Clothing,Front of Store,283.83,No,Low,Families,No,281.61,593
PRD0597,Electronics,Front of Store,307.11,No,Low,Seniors,Yes,322.55,442
PRD0598,Food,Front of Store,86.24,No,Low,Young Adults,No,77.76,540
PRD0599,Food,Front of Store,178.84,No,Medium,Seniors,Yes,162.33,890
PRD0600,Food,End-cap,110.46,Yes,Low,Seniors,Yes,95.25,888
PRD0601,Electronics,Aisle,375.39,No,High,Young Adults,Yes,338.11,1118
PRD0602,Electronics,End-cap,460.35,No,Low,Seniors,Yes,429.77,599
PRD0603,Electronics,Aisle,309.96,No,High,Families,Yes,279.93,766
PRD0604,Electronics,End-cap,223.98,Yes,Medium,Seniors,Yes,196.34,472
PRD0605,Food,Aisle,112.54,No,Medium,College Students,No,99.73,463
PRD0606,Clothing,Aisle,448.81,Yes,Low,Families,Yes,443.53,339
PRD0607,Food,Aisle,74.31,No,High,Seniors,Yes,67.76,1238
PRD0608,Electronics,End-cap,65.96,Yes,Medium,College Students,No,63.27,861
PRD0609,Food,Front of Store,366.35,No,Medium,Families,No,366.73,684
PRD0610,Clothing,Front of Store,179.01,Yes,Low,Young Adults,No,189.23,699
PRD0611,Food,End-cap,217.55,Yes,Low,Families,Yes,187.48,645
PRD0612,Clothing,Aisle,396.58,No,Low,Young Adults,No,432.2,580
PRD0613,Electronics,Aisle,127.65,No,High,Families,No,132.55,670
PRD0614,Food,End-cap,324.09,No,Low,College Students,Yes,283.43,518
PRD0615,Food,Front of Store,127.84,Yes,Low,Young Adults,Yes,142.17,466
PRD0616,Food,Front of Store,302.49,No,High,Families,No,340.68,597
PRD0617,Food,Aisle,361.98,Yes,High,Young Adults,Yes,314.32,796
PRD0618,Electronics,Front of Store,146.04,No,Low,Seniors,No,136.26,415
PRD0619,Clothing,Front of Store,470.93,Yes,High,Families,Yes,514.19,1121
PRD0620,Clothing,Front of Store,18.28,No,High,Families,Yes,19.64,784
PRD0621,Food,Aisle,424.3,No,Low,College Students,No,384.14,202
PRD0622,Electronics,Front of Store,438.53,Yes,High,College Students,No,400.29,1140
PRD0623,Clothing,Aisle,106.7,Yes,Low,College Students,No,102.55,249
PRD0624,Clothing,End-cap,305.43,No,Low,Young Adults,No,304.01,601
PRD0625,Clothing,End-cap,98.38,No,High,Families,Yes,101.87,1183
PRD0626,Clothing,Aisle,198.92,No,Low,Young Adults,Yes,191.1,196
PRD0627,Clothing,Front of Store,324.85,Yes,Medium,Families,No,321.2,707
PRD0628,Clothing,End-cap,392.98,No,High,College Students,Yes,422.16,894
PRD0629,Electronics,Aisle,,Yes,High,Young Adults,No,342.61,1068
PRD0630,Food,Front of Store,123.47,Yes,High,Seniors,Yes,114.3,1640
PRD0631,Clothing,End-cap,196.01,No,Low,Seniors,Yes,208.56,235
PRD0632,Electronics,Aisle,124.34,Yes,Low,Families,Yes,139.08,517
PRD0633,Electronics,Front of Store,320.85,Yes,High,Young Adults,No,321.97,1225
PRD0634,Food,Front of Store,40.15,Yes,Low,Young Adults,Yes,40.54,721
PRD0635,Food,Aisle,444.92,No,Medium,Families,Yes,392.49,531
PRD0636,Clothing,Front of Store,10.97,Yes,Medium,Families,No,10.8,604
PRD0637,Food,End-cap,183.74,Yes,Medium,College Students,Yes,185.54,905
PRD0638,Food,Aisle,161.65,Yes,High,Families,No,149.16,742
PRD0639,Electronics,Front of Store,196.48,Yes,Low,College Students,No,182.88,722
PRD0640,Electronics,Front of Store,420.29,No,High,Young Adults,Yes,404.82,905
PRD0641,Electronics,Front of Store,213.33,,Medium,Seniors,No,182.62,1224
PRD0642,Clothing,Front of Store,275.45,Yes,Medium,Seniors,Yes,260.75,765
PRD0643,Clothing,Front of Store,90.52,Yes,Medium,College Students,Yes,82.68,614
PRD0644,Food,Aisle,238.15,,High,Families,No,225.83,532
PRD0645,Food,End-cap,493.75,No,High,Families,No,437.43,482
PRD0646,Clothing,End-cap,41.13,Yes,Medium,Seniors,No,45.95,525
PRD0647,Clothing,Aisle,295.74,Yes,Medium,Seniors,No,304.04,772
PRD0648,Electronics,Front of Store,11.83,No,Low,College Students,Yes,12.47,532
PRD0649,Clothing,End-cap,111.79,No,Low,College Students,Yes,121.49,283
PRD0650,Clothing,End-cap,461.68,No,Medium,Young Adults,Yes,461.46,887
PRD0651,Food,End-cap,474.6,No,Low,Seniors,No,415.79,418
PRD0652,Food,Front of Store,202.0,No,Medium,Families,Yes,204.25,689
PRD0653,Electronics,Aisle,146.81,No,Medium,Young Adults,No,150.63,816
PRD0654,Clothing,End-cap,357.75,Yes,Medium,College Students,No,384.09,1270
PRD0655,Food,Aisle,384.72,No,Low,College Students,Yes,376.83,321
PRD0656,Clothing,End-cap,214.67,No,Medium,Young Adults,No,190.69,512
PRD0657,Clothing,Aisle,204.13,Yes,Medium,Seniors,Yes,190.89,230
PRD0658,Electronics,Front of Store,322.07,Yes,Low,Young Adults,No,308.84,428
PRD0659,Clothing,Front of Store,,Yes,Medium,Families,No,283.01,803
PRD0660,Electronics,Front of Store,80.58,No,Low,Young Adults,Yes,82.29,325
PRD0661,Food,Aisle,46.38,No,Medium,Seniors,No,44.38,480
PRD0662,Food,Front of Store,44.12,Yes,Low,College Students,Yes,50.56,614
PRD0663,Food,Front of Store,460.86,No,High,College Students,Yes,475.48,923
PRD0664,Food,End-cap,487.29,,Medium,College Students,No,448.88,563
PRD0665,Electronics,Aisle,81.91,Yes,Low,College Students,No,72.12,478
PRD0666,Electronics,Aisle,166.74,No,High,Young Adults,Yes,149.38,849
PRD0667,Food,End-cap,295.29,Yes,Medium,College Students,No,272.79,612
PRD0668,Food,Front of Store,382.8,No,Low,Families,No,343.83,597
PRD0669,Food,End-cap,,No,Low,College Students,Yes,295.95,475
PRD0670,Electronics,Front of Store,323.36,Yes,High,Young Adults,No,302.51,1176
PRD0671,Food,Aisle,158.53,,Medium,Seniors,No,143.0,788
PRD0672,Electronics,Front of Store,221.56,Yes,Low,College Students,No,247.93,642
PRD0673,Clothing,End-cap,476.95,No,High,College Students,Yes,416.89,1350
PRD0674,Food,Front of Store,123.13,Yes,High,Families,No,124.04,1397
PRD0675,Electronics,End-cap,126.02,No,Low,Families,Yes,122.63,399
PRD0676,Electronics,Front of Store,462.69,No,Medium,Young Adults,Yes,529.65,731
PRD0677,Electronics,Aisle,62.41,No,High,College Students,Yes,55.15,492
PRD0678,Clothing,Aisle,308.09,Yes,Medium,Seniors,Yes,298.65,671
PRD0679,Food,Aisle,32.24,No,Low,Seniors,Yes,36.78,381
PRD0680,Electronics,Front of Store,334.71,Yes,Low,College Students,No,371.41,563
PRD0681,Food,End-cap,330.74,No,Low,Families,No,362.2,518
PRD0682,Electronics,Aisle,91.94,No,Low,Young Adults,No,85.26,152
PRD0683,Food,End-cap,11.27,No,High,College Students,Yes,10.16,877
PRD0684,Clothing,Aisle,72.92,No,High,College Students,Yes,76.61,847
PRD0685,Electronics,Aisle,10.62,Yes,Medium,Families,No,11.99,749
PRD0686,Electronics,Aisle,250.72,No,Medium,College Students,No,254.99,380
PRD0687,Clothing,Aisle,176.62,,Low,Young Adults,No,180.41,531
PRD0688,Food,End-cap,261.03,Yes,Medium,Seniors,No,243.8,673
PRD0689,Electronics,End-cap,412.14,No,Low,Seniors,No,445.46,695
PRD0690,Clothing,Front of Store,133.33,No,High,Young Adults,No,120.81,1015
PRD0691,Electronics,End-cap,,No,High,Seniors,No,179.08,846
PRD0692,Electronics,Front of Store,376.14,No,Low,College Students,Yes,367.73,643
PRD0693,Electronics,End-cap,437.36,No,Low,Young Adults,No,438.36,345
PRD0694,Food,End-cap,367.8,No,High,Families,No,339.38,1339
PRD0695,Clothing,Aisle,63.44,Yes,Medium,Families,Yes,56.11,845
PRD0696,Clothing,Front of Store,450.45,Yes,Medium,Families,No,465.4,685
PRD0697,Clothing,Aisle,170.83,Yes,Low,Families,Yes,160.0,645
PRD0698,Clothing,End-cap,217.52,Yes,High,College Students,Yes,222.82,1388
PRD0699,Electronics,End-cap,264.31,No,Medium,College Students,No,236.9,760
PRD0700,Food,Aisle,135.16,Yes,Medium,Families,Yes,134.4,700
PRD0701,Clothing,Front of Store,,No,High,College Students,No,492.42,950
PRD0702,Food,End-cap,315.63,No,Low,Young Adults,No,273.19,609
PRD0703,Clothing,End-cap,250.59,Yes,High,Young Adults,Yes,238.31,1689
PRD0704,Clothing,Aisle,257.84,Yes,High,Young Adults,Yes,229.56,463
PRD0705,Electronics,End-cap,32.44,Yes,Medium,Families,No,28.19,1266
PRD0706,Electronics,End-cap,430.38,No,Medium,Families,No,493.64,385
PRD0707,Electronics,End-cap,87.61,Yes,Medium,Families,No,82.94,1191
PRD0708,Food,Front of Store,,Yes,Medium,College Students,Yes,90.57,1148
PRD0709,Electronics,End-cap,387.8,No,High,Seniors,Yes,359.25,706
PRD0710,Electronics,End-cap,447.66,No,Low,Seniors,Yes,472.04,472
