Product ID,Product Category,Product Position,Price,Promotion,Foot Traffic,Consumer Demographics,Seasonal,Competitor Price,Sales Volume,Price Difference,Traffic Weight,Traffic Conversion Index
PRD0290,Clothing,End-cap,166.31,True,High,Young Adults,False,170.84,1511,-4.53,3,503.67
PRD0291,Clothing,Front of Store,143.75,False,High,Young Adults,True,123.5,983,20.25,3,327.67
PRD0292,Clothing,End-cap,250.72,True,Low,College Students,False,339.31,962,-88.59,1,962.0
PRD0293,Food,Front of Store,185.68,True,Low,Young Adults,True,203.65,643,-17.97,1,643.0
PRD0294,Electronics,End-cap,466.37,True,Low,Seniors,False,446.81,1134,19.56,1,1134.0
PRD0295,Clothing,Front of Store,103.9,True,Low,College Students,True,92.28,638,11.62,1,638.0
PRD0296,Electronics,Front of Store,498.65,False,High,College Students,True,501.98,467,-3.33,3,155.67
PRD0297,Clothing,End-cap,94.06,True,High,Young Adults,False,101.68,1840,-7.62,3,613.33
PRD0298,Electronics,End-cap,384.97,False,Low,College Students,False,352.15,546,32.82,1,546.0
PRD0299,Electronics,Aisle,18.32,True,Low,Seniors,True,19.0,694,-0.68,1,694.0
PRD0300,Clothing,End-cap,364.97,False,High,Families,True,319.57,1262,45.4,3,420.67
PRD0301,Clothing,Aisle,471.77,True,Low,Seniors,True,408.32,436,63.45,1,436.0
PRD0302,Electronics,End-cap,108.78,True,Medium,College Students,False,109.8,633,-1.02,2,316.5
PRD0303,Food,Aisle,399.85,False,High,Seniors,False,404.72,773,-4.87,3,257.67
PRD0304,Clothing,Front of Store,416.48,False,Medium,College Students,False,433.65,491,-17.17,2,245.5
PRD0305,Clothing,End-cap,39.23,False,Medium,Young Adults,True,41.89,635,-2.66,2,317.5
PRD0306,Food,Front of Store,424.66,True,High,College Students,True,485.28,1514,-60.62,3,504.67
PRD0307,Food,End-cap,398.55,True,High,Families,False,400.5,2253,-1.95,3,751.0
PRD0308,Clothing,Aisle,338.12,True,Medium,Seniors,True,320.16,726,17.96,2,363.0
PRD0309,Clothing,End-cap,73.89,False,Low,Young Adults,False,80.43,345,-6.54,1,345.0
PRD0310,Clothing,Aisle,154.9,True,Low,College Students,False,144.25,515,10.65,1,515.0
PRD0311,Clothing,Aisle,130.08,True,High,Seniors,True,127.7,1325,2.38,3,441.67
PRD0312,Electronics,End-cap,81.3,False,Medium,Seniors,False,71.02,571,10.28,2,285.5
PRD0313,Electronics,Front of Store,214.45,False,Medium,Seniors,True,183.91,575,30.54,2,287.5
PRD0314,Electronics,End-cap,191.61,False,High,Young Adults,False,218.2,1160,-26.59,3,386.67
PRD0315,Clothing,Front of Store,227.29,False,High,College Students,False,250.2,756,-22.91,3,252.0
PRD0316,Electronics,Aisle,300.98,False,Medium,College Students,True,318.68,656,-17.7,2,328.0
PRD0317,Clothing,End-cap,293.21,True,Medium,Young Adults,False,285.2,876,8.01,2,438.0
PRD0318,Clothing,End-cap,269.51,False,High,Families,True,243.09,1182,26.42,3,394.0
PRD0319,Electronics,Front of Store,250.72,False,Medium,Seniors,False,414.5,440,-163.78,2,220.0
PRD0320,Clothing,End-cap,435.47,False,Low,College Students,False,402.84,425,32.63,1,425.0
PRD0321,Electronics,Aisle,212.06,True,High,Young Adults,True,215.19,1304,-3.13,3,434.67
PRD0322,Electronics,End-cap,23.2,True,Low,Young Adults,True,24.69,622,-1.49,1,622.0
PRD0323,Electronics,Aisle,484.37,False,High,Seniors,True,507.65,1252,-23.28,3,417.33
PRD0324,Electronics,Aisle,352.31,True,High,Young Adults,True,329.05,858,23.26,3,286.0
PRD0325,Electronics,Front of Store,407.09,True,Medium,Seniors,True,462.64,915,-55.55,2,457.5
PRD0326,Food,Front of Store,298.94,False,Low,College Students,False,320.28,591,-21.34,1,591.0
PRD0327,Food,Aisle,457.63,False,Medium,Seniors,True,465.09,315,-7.46,2,157.5
PRD0328,Food,Front of Store,59.14,True,Low,Families,False,61.12,217,-1.98,1,217.0
PRD0329,Food,Front of Store,127.87,True,Medium,Seniors,True,124.79,422,3.08,2,211.0
PRD0330,Food,Aisle,334.02,False,High,Seniors,True,308.74,1034,25.28,3,344.67
PRD0331,Electronics,End-cap,87.34,False,Low,Families,True,83.57,408,3.77,1,408.0
PRD0332,Clothing,End-cap,308.28,False,Low,Seniors,True,332.13,952,-23.85,1,952.0
PRD0333,Clothing,Front of Store,283.79,False,High,Young Adults,False,242.45,747,41.34,3,249.0
PRD0334,Electronics,Front of Store,324.29,False,High,College Students,False,286.94,949,37.35,3,316.33
PRD0335,Clothing,Aisle,325.14,False,Medium,College Students,False,280.86,731,44.28,2,365.5
PRD0336,Clothing,Aisle,483.57,False,Low,College Students,True,416.94,560,66.63,1,560.0
PRD0337,Food,Aisle,169.14,True,Medium,College Students,True,187.18,1157,-18.04,2,578.5
PRD0338,Food,Aisle,399.13,True,Low,Families,False,423.52,681,-24.39,1,681.0
PRD0339,Food,End-cap,57.44,True,Low,Seniors,True,56.99,832,0.45,1,832.0
PRD0340,Clothing,Aisle,53.81,False,Medium,Seniors,True,47.32,588,6.49,2,294.0
PRD0341,Food,Aisle,114.89,True,High,Young Adults,True,114.6,1202,0.29,3,400.67
PRD0342,Electronics,Front of Store,374.69,True,High,Seniors,False,371.71,976,2.98,3,325.33
PRD0343,Clothing,Aisle,281.21,False,Medium,Families,False,253.64,377,27.57,2,188.5
PRD0344,Clothing,Front of Store,345.39,True,High,Young Adults,True,338.54,1168,6.85,3,389.33
PRD0345,Food,Aisle,114.41,True,Medium,Young Adults,False,110.93,616,3.48,2,308.0
PRD0346,Electronics,Aisle,190.19,True,High,Seniors,False,196.8,926,-6.61,3,308.67
PRD0347,Food,Front of Store,250.72,True,Medium,Families,True,243.71,1037,7.01,2,518.5
PRD0348,Food,End-cap,341.38,False,Medium,College Students,False,294.81,900,46.57,2,450.0
PRD0349,Clothing,End-cap,346.77,True,Medium,Families,False,333.73,934,13.04,2,467.0
PRD0350,Clothing,Front of Store,79.62,True,Medium,Families,True,82.63,1238,-3.01,2,619.0
PRD0351,Food,Front of Store,498.86,False,High,Families,True,499.33,650,-0.47,3,216.67
PRD0352,Clothing,End-cap,243.97,False,Low,Young Adults,False,270.06,507,-26.09,1,507.0
PRD0353,Clothing,Front of Store,151.24,True,High,Young Adults,False,158.44,1010,-7.2,3,336.67
PRD0354,Clothing,Front of Store,460.67,True,Low,Families,True,414.09,184,46.58,1,184.0
PRD0355,Food,Front of Store,47.5,False,Medium,College Students,True,41.38,585,6.12,2,292.5
PRD0356,Clothing,Front of Store,416.5,True,Low,Young Adults,True,434.3,578,-17.8,1,578.0
PRD0357,Food,Front of Store,366.42,False,Low,Families,True,314.37,610,52.05,1,610.0
PRD0358,Clothing,End-cap,177.42,True,High,College Students,True,181.99,1785,-4.57,3,595.0
PRD0359,Electronics,Front of Store,174.82,False,Medium,Seniors,False,197.91,457,-23.09,2,228.5
PRD0360,Clothing,End-cap,393.21,True,Medium,Seniors,False,402.11,1557,-8.9,2,778.5
PRD0361,Food,Aisle,262.95,False,Medium,Families,True,254.13,683,8.82,2,341.5
PRD0362,Clothing,End-cap,177.41,False,Low,Families,False,185.04,633,-7.63,1,633.0
PRD0363,Food,Aisle,53.32,True,Medium,Young Adults,True,52.65,605,0.67,2,302.5
PRD0364,Food,End-cap,362.39,True,High,College Students,True,367.35,1069,-4.96,3,356.33
PRD0365,Clothing,End-cap,228.96,True,Low,Families,False,259.28,622,-30.32,1,622.0
PRD0366,Food,Front of Store,38.25,True,Low,Seniors,True,36.94,724,1.31,1,724.0
PRD0367,Clothing,End-cap,27.12,False,Low,Families,True,30.87,843,-3.75,1,843.0
PRD0368,Electronics,End-cap,356.84,True,Low,Young Adults,True,400.23,1025,-43.39,1,1025.0
PRD0369,Food,Front of Store,16.18,True,High,Young Adults,True,14.7,998,1.48,3,332.67
PRD0370,Food,Aisle,174.82,True,Low,College Students,True,152.23,302,22.59,1,302.0
PRD0371,Food,End-cap,59.13,False,Low,Seniors,True,52.05,510,7.08,1,510.0
PRD0372,Food,Front of Store,401.02,False,High,College Students,True,343.06,422,57.96,3,140.67
PRD0373,Electronics,Aisle,465.31,True,Medium,Seniors,True,408.7,713,56.61,2,356.5
PRD0374,Electronics,End-cap,371.54,True,High,Seniors,True,391.94,1435,-20.4,3,478.33
PRD0375,Clothing,End-cap,260.42,False,Medium,Families,True,226.92,602,33.5,2,301.0
PRD0376,Food,End-cap,278.2,True,Low,Seniors,True,263.09,332,15.11,1,332.0
PRD0377,Food,Aisle,168.84,True,Low,Seniors,False,186.31,577,-17.47,1,577.0
PRD0378,Electronics,Aisle,250.72,False,Low,Young Adults,False,185.15,294,65.57,1,294.0
PRD0379,Clothing,End-cap,233.72,False,High,College Students,False,255.77,749,-22.05,3,249.67
PRD0380,Electronics,End-cap,399.89,True,Medium,College Students,True,373.72,125,26.17,2,62.5
PRD0381,Electronics,Aisle,316.73,True,Medium,Young Adults,True,280.45,644,36.28,2,322.0
PRD0382,Clothing,Front of Store,97.26,True,High,Families,True,103.0,1971,-5.74,3,657.0
PRD0383,Food,Aisle,330.37,False,High,College Students,False,343.15,1236,-12.78,3,412.0
PRD0384,Food,Front of Store,200.81,False,Medium,Young Adults,True,223.55,569,-22.74,2,284.5
PRD0385,Electronics,Front of Store,370.01,True,High,Families,True,396.1,811,-26.09,3,270.33
PRD0386,Electronics,Front of Store,442.13,False,Low,Young Adults,False,482.38,526,-40.25,1,526.0
PRD0387,Electronics,End-cap,227.54,True,Medium,College Students,False,212.66,637,14.88,2,318.5
PRD0388,Clothing,End-cap,217.63,True,High,College Students,False,196.57,1488,21.06,3,496.0
PRD0389,Clothing,Front of Store,7.2,False,Medium,Seniors,True,7.74,811,-0.54,2,405.5
PRD0390,Electronics,Front of Store,111.32,True,High,Young Adults,False,121.57,1760,-10.25,3,586.67
PRD0391,Food,Front of Store,250.72,False,Medium,Seniors,False,163.79,640,86.93,2,320.0
PRD0392,Food,Aisle,353.36,False,Medium,Young Adults,True,344.1,469,9.26,2,234.5
PRD0393,Clothing,End-cap,399.02,True,Medium,College Students,False,383.7,670,15.32,2,335.0
PRD0394,Clothing,Front of Store,250.72,False,Low,Young Adults,False,314.9,347,-64.18,1,347.0
PRD0395,Food,Front of Store,250.72,True,Low,Young Adults,False,381.61,391,-130.89,1,391.0
PRD0396,Clothing,Aisle,270.76,False,Medium,Families,True,305.75,610,-34.99,2,305.0
PRD0397,Food,End-cap,186.07,True,High,Families,False,206.08,1913,-20.01,3,637.67
PRD0398,Electronics,Front of Store,102.55,False,Low,Families,False,100.37,318,2.18,1,318.0
PRD0399,Clothing,End-cap,61.41,False,High,Seniors,False,66.03,1672,-4.62,3,557.33
PRD0400,Electronics,Front of Store,337.0,True,Medium,Young Adults,False,362.73,788,-25.73,2,394.0
PRD0401,Clothing,Aisle,247.29,False,High,College Students,True,217.85,745,29.44,3,248.33
PRD0402,Clothing,Aisle,250.72,False,Low,Young Adults,False,541.48,298,-290.76,1,298.0
PRD0403,Electronics,End-cap,160.14,False,High,Young Adults,True,160.39,315,-0.25,3,105.0
PRD0404,Electronics,Aisle,197.38,False,High,Families,False,216.71,1043,-19.33,3,347.67
PRD0405,Clothing,End-cap,199.31,False,Medium,Seniors,False,188.55,854,10.76,2,427.0
PRD0406,Electronics,Front of Store,61.54,True,Medium,College Students,True,68.84,785,-7.3,2,392.5
PRD0407,Food,Aisle,179.23,True,High,College Students,False,173.27,994,5.96,3,331.33
PRD0408,Food,Front of Store,231.64,False,High,Families,True,197.65,1039,33.99,3,346.33
PRD0409,Electronics,Front of Store,90.4,True,Medium,College Students,True,101.39,455,-10.99,2,227.5
PRD0410,Food,Aisle,338.43,True,Low,Young Adults,False,296.93,382,41.5,1,382.0
PRD0411,Food,Aisle,250.72,True,Low,Young Adults,False,379.55,563,-128.83,1,563.0
PRD0412,Food,Aisle,459.75,False,High,Families,False,521.82,514,-62.07,3,171.33
PRD0413,Clothing,Front of Store,297.13,True,Medium,Seniors,False,337.3,933,-40.17,2,466.5
PRD0414,Food,End-cap,337.69,True,High,Young Adults,False,345.13,890,-7.44,3,296.67
PRD0415,Food,End-cap,160.03,True,Medium,Seniors,False,166.36,1141,-6.33,2,570.5
PRD0416,Electronics,Front of Store,123.09,True,Low,Seniors,False,121.19,540,1.9,1,540.0
PRD0417,Food,Front of Store,62.89,False,High,College Students,False,58.99,463,3.9,3,154.33
PRD0418,Clothing,Front of Store,189.79,True,Medium,Young Adults,True,180.03,1052,9.76,2,526.0
PRD0419,Clothing,Aisle,74.97,True,High,College Students,False,78.85,836,-3.88,3,278.67
PRD0420,Electronics,End-cap,197.29,False,Low,Families,True,212.23,407,-14.94,1,407.0
PRD0421,Clothing,End-cap,300.23,False,Low,Young Adults,False,326.49,571,-26.26,1,571.0
PRD0422,Clothing,End-cap,289.53,True,High,Families,True,314.69,2018,-25.16,3,672.67
PRD0423,Food,End-cap,214.4,False,High,College Students,True,188.11,730,26.29,3,243.33
PRD0424,Food,End-cap,245.9,False,High,College Students,True,245.49,1069,0.41,3,356.33
PRD0425,Clothing,End-cap,271.0,False,Medium,College Students,True,235.03,790,35.97,2,395.0
PRD0426,Electronics,Front of Store,459.98,True,Medium,Young Adults,True,466.81,1036,-6.83,2,518.0
PRD0427,Electronics,Front of Store,465.69,True,High,College Students,False,457.52,1231,8.17,3,410.33
PRD0428,Food,Aisle,90.75,False,Low,Families,False,101.31,342,-10.56,1,342.0
PRD0429,Clothing,Front of Store,87.6,True,High,Seniors,False,83.68,879,3.92,3,293.0
PRD0430,Food,Front of Store,147.97,True,High,Young Adults,False,130.97,1200,17.0,3,400.0
PRD0431,Electronics,End-cap,97.61,True,Low,Families,False,87.16,432,10.45,1,432.0
PRD0432,Clothing,Aisle,421.78,True,Low,Young Adults,False,454.87,61,-33.09,1,61.0
PRD0433,Food,End-cap,311.61,True,Medium,College Students,False,322.66,1132,-11.05,2,566.0
PRD0434,Food,Aisle,433.43,True,High,Young Adults,False,381.56,1239,51.87,3,413.0
PRD0435,Electronics,Front of Store,476.16,True,High,College Students,False,416.75,340,59.41,3,113.33
PRD0436,Food,Front of Store,244.88,True,High,Families,True,259.64,897,-14.76,3,299.0
PRD0437,Electronics,End-cap,101.59,True,High,Families,False,88.57,1618,13.02,3,539.33
PRD0438,Electronics,End-cap,195.05,True,Low,Seniors,True,213.88,1133,-18.83,1,1133.0
PRD0439,Clothing,End-cap,282.98,False,High,College Students,True,300.49,1162,-17.51,3,387.33
PRD0440,Clothing,Front of Store,328.27,True,High,Seniors,False,287.04,914,41.23,3,304.67
PRD0441,Food,Front of Store,207.52,False,High,Families,True,181.67,850,25.85,3,283.33
PRD0442,Electronics,Front of Store,248.4,True,High,College Students,True,284.66,1817,-36.26,3,605.67
PRD0443,Electronics,Aisle,356.52,False,Medium,Seniors,False,343.07,403,13.45,2,201.5
PRD0444,Clothing,End-cap,224.71,True,High,Young Adults,False,215.99,1037,8.72,3,345.67
PRD0445,Clothing,Aisle,87.79,True,Low,Young Adults,False,96.03,428,-8.24,1,428.0
PRD0446,Electronics,Front of Store,284.87,False,Medium,Families,False,323.09,471,-38.22,2,235.5
PRD0447,Clothing,Front of Store,398.96,False,High,Families,False,457.13,1026,-58.17,3,342.0
PRD0448,Food,Aisle,114.16,False,Low,Seniors,True,122.84,572,-8.68,1,572.0
PRD0449,Electronics,End-cap,21.18,True,Medium,Seniors,False,20.39,998,0.79,2,499.0
PRD0450,Clothing,End-cap,116.3,True,Medium,Seniors,False,101.77,841,14.53,2,420.5
PRD0451,Food,Front of Store,147.89,True,High,College Students,True,160.19,903,-12.3,3,301.0
PRD0452,Electronics,Front of Store,391.47,True,Medium,Young Adults,True,398.33,455,-6.86,2,227.5
PRD0453,Food,Front of Store,285.0,True,High,College Students,False,278.52,1479,6.48,3,493.0
PRD0454,Food,End-cap,387.41,True,High,College Students,True,434.64,1128,-47.23,3,376.0
PRD0455,Electronics,Aisle,250.18,True,Medium,Seniors,False,221.0,614,29.18,2,307.0
PRD0456,Food,Front of Store,257.85,False,Medium,Young Adults,True,257.28,1174,0.57,2,587.0
PRD0457,Clothing,Front of Store,288.49,False,Medium,Seniors,True,246.2,653,42.29,2,326.5
PRD0458,Clothing,Aisle,137.61,True,Medium,Young Adults,False,136.32,503,1.29,2,251.5
PRD0459,Clothing,End-cap,273.84,True,Medium,Young Adults,False,237.39,793,36.45,2,396.5
PRD0460,Food,Front of Store,495.49,False,Low,Seniors,True,438.83,564,56.66,1,564.0
PRD0461,Clothing,End-cap,273.31,False,Low,Families,False,241.95,506,31.36,1,506.0
PRD0462,Food,Front of Store,379.61,True,High,College Students,True,396.6,731,-16.99,3,243.67
PRD0463,Clothing,End-cap,381.2,True,High,Young Adults,True,409.34,1915,-28.14,3,638.33
PRD0464,Electronics,Aisle,223.48,True,High,Seniors,True,229.07,857,-5.59,3,285.67
PRD0465,Food,Front of Store,113.18,True,Medium,College Students,True,128.87,1340,-15.69,2,670.0
PRD0466,Food,Front of Store,215.45,False,High,College Students,True,207.36,1191,8.09,3,397.0
PRD0467,Clothing,Front of Store,369.31,True,High,Seniors,False,345.57,1012,23.74,3,337.33
PRD0468,Electronics,Front of Store,328.57,True,Medium,Families,False,364.9,1187,-36.33,2,593.5
PRD0469,Clothing,Front of Store,127.53,True,Low,Families,True,116.96,557,10.57,1,557.0
PRD0470,Clothing,Aisle,438.03,False,High,Seniors,True,498.9,1036,-60.87,3,345.33
PRD0471,Electronics,Front of Store,20.95,True,Medium,Families,False,17.88,893,3.07,2,446.5
PRD0472,Electronics,Front of Store,135.09,True,High,College Students,True,154.13,960,-19.04,3,320.0
PRD0473,Clothing,End-cap,431.79,True,Low,Seniors,False,372.61,514,59.18,1,514.0
PRD0474,Electronics,Front of Store,48.06,False,High,Young Adults,False,53.7,1295,-5.64,3,431.67
PRD0475,Clothing,End-cap,433.32,True,Low,Seniors,False,436.92,630,-3.6,1,630.0
PRD0476,Food,Aisle,63.11,True,High,Families,False,72.44,942,-9.33,3,314.0
PRD0477,Clothing,End-cap,406.89,False,Medium,College Students,False,354.86,499,52.03,2,249.5
PRD0478,Food,End-cap,108.89,False,High,College Students,False,110.65,1301,-1.76,3,433.67
PRD0479,Clothing,Aisle,370.12,False,High,Young Adults,True,422.23,1335,-52.11,3,445.0
PRD0480,Electronics,Aisle,346.12,True,Low,Seniors,True,348.52,340,-2.4,1,340.0
PRD0481,Food,End-cap,431.22,False,Medium,Families,False,447.96,775,-16.74,2,387.5
PRD0482,Electronics,End-cap,250.72,True,Medium,Young Adults,True,325.11,1425,-74.39,2,712.5
PRD0483,Food,Aisle,216.94,False,Low,Seniors,False,213.98,341,2.96,1,341.0
PRD0484,Food,Aisle,309.99,False,Low,Families,True,321.85,437,-11.86,1,437.0
PRD0485,Clothing,Aisle,393.5,False,High,Families,False,403.45,562,-9.95,3,187.33
PRD0486,Clothing,Aisle,407.7,True,Low,College Students,False,456.77,564,-49.07,1,564.0
PRD0487,Clothing,Aisle,403.69,False,Medium,College Students,True,348.64,471,55.05,2,235.5
PRD0488,Clothing,End-cap,287.19,True,Medium,College Students,True,268.32,1179,18.87,2,589.5
PRD0489,Electronics,Aisle,268.48,True,Low,Families,False,304.76,522,-36.28,1,522.0
PRD0490,Clothing,Front of Store,300.44,False,High,Seniors,True,335.62,1759,-35.18,3,586.33
PRD0491,Clothing,Front of Store,88.35,True,Medium,Seniors,True,87.17,915,1.18,2,457.5
PRD0492,Food,Front of Store,489.61,True,Medium,Seniors,True,507.26,941,-17.65,2,470.5
PRD0493,Electronics,Front of Store,149.85,False,Medium,Young Adults,False,139.84,634,10.01,2,317.0
PRD0494,Electronics,Aisle,288.5,False,Low,Young Adults,False,261.51,312,26.99,1,312.0
PRD0495,Food,Front of Store,476.44,False,High,College Students,False,471.25,991,5.19,3,330.33
PRD0496,Food,End-cap,259.64,True,Low,College Students,False,248.22,580,11.42,1,580.0
PRD0497,Clothing,Front of Store,450.58,True,High,Seniors,True,461.89,1352,-11.31,3,450.67
PRD0498,Electronics,Aisle,408.51,True,Low,College Students,True,356.76,634,51.75,1,634.0
PRD0499,Clothing,Front of Store,72.12,True,High,Seniors,False,82.38,898,-10.26,3,299.33
PRD0500,Food,End-cap,376.3,True,High,Seniors,True,431.19,2014,-54.89,3,671.33
PRD0501,Clothing,Aisle,208.74,False,Low,Young Adults,True,221.15,537,-12.41,1,537.0
PRD0502,Electronics,Aisle,34.35,True,High,Seniors,True,34.72,1034,-0.37,3,344.67
PRD0503,Clothing,Aisle,142.28,False,Medium,College Students,False,134.15,181,8.13,2,90.5
PRD0504,Electronics,Front of Store,329.67,False,Medium,Seniors,True,360.7,539,-31.03,2,269.5
PRD0505,Clothing,Front of Store,352.21,False,Low,College Students,True,371.73,641,-19.52,1,641.0
PRD0506,Clothing,Aisle,70.68,True,Medium,Seniors,False,63.53,645,7.15,2,322.5
PRD0507,Electronics,Front of Store,77.39,True,High,Families,True,86.93,901,-9.54,3,300.33
PRD0508,Electronics,End-cap,164.44,False,Low,Young Adults,True,180.35,457,-15.91,1,457.0
PRD0509,Electronics,Aisle,127.54,False,Medium,Young Adults,True,144.75,688,-17.21,2,344.0
PRD0510,Clothing,End-cap,422.56,False,Low,Seniors,True,451.17,627,-28.61,1,627.0
PRD0511,Clothing,End-cap,250.72,True,High,College Students,True,206.17,1072,44.55,3,357.33
PRD0512,Clothing,Front of Store,75.37,False,Low,Seniors,True,73.52,373,1.85,1,373.0
PRD0513,Food,Front of Store,318.04,False,Medium,Young Adults,False,359.33,582,-41.29,2,291.0
PRD0514,Clothing,Aisle,315.77,False,Low,College Students,False,350.45,278,-34.68,1,278.0
PRD0515,Electronics,End-cap,190.71,True,Low,Families,False,164.69,945,26.02,1,945.0
PRD0516,Electronics,Front of Store,42.38,False,High,Families,True,36.36,812,6.02,3,270.67
PRD0517,Electronics,End-cap,398.33,False,Low,College Students,True,383.57,668,14.76,1,668.0
PRD0518,Clothing,Front of Store,385.6,True,Medium,Seniors,True,421.52,1249,-35.92,2,624.5
PRD0519,Electronics,End-cap,204.41,False,Medium,Young Adults,False,234.29,1000,-29.88,2,500.0
PRD0520,Electronics,Aisle,376.15,False,Medium,College Students,True,336.7,435,39.45,2,217.5
PRD0521,Food,Front of Store,348.88,False,Low,Seniors,False,358.73,517,-9.85,1,517.0
PRD0522,Food,Aisle,439.27,False,High,College Students,True,423.57,744,15.7,3,248.0
PRD0523,Electronics,End-cap,230.07,False,Medium,College Students,False,262.5,561,-32.43,2,280.5
PRD0524,Food,End-cap,246.58,False,High,Young Adults,True,271.89,1267,-25.31,3,422.33
PRD0525,Food,Aisle,293.07,True,High,Families,False,322.82,693,-29.75,3,231.0
PRD0526,Electronics,End-cap,435.11,True,Low,Families,True,431.02,863,4.09,1,863.0
PRD0527,Clothing,Front of Store,424.35,True,Low,Families,True,413.51,469,10.84,1,469.0
PRD0528,Clothing,Front of Store,51.11,False,High,Families,False,47.64,954,3.47,3,318.0
PRD0529,Electronics,End-cap,486.21,True,High,Young Adults,False,421.5,1481,64.71,3,493.67
PRD0530,Clothing,End-cap,319.25,True,Medium,Seniors,True,354.18,923,-34.93,2,461.5
PRD0531,Food,End-cap,350.16,True,Low,College Students,True,383.03,824,-32.87,1,824.0
PRD0532,Electronics,End-cap,425.8,False,High,Young Adults,True,489.63,990,-63.83,3,330.0
PRD0533,Clothing,Front of Store,398.86,False,Medium,Families,False,458.29,832,-59.43,2,416.0
PRD0534,Clothing,Front of Store,201.87,True,Low,Families,True,205.23,358,-3.36,1,358.0
PRD0535,Food,End-cap,484.22,True,Low,Young Adults,True,523.29,727,-39.07,1,727.0
PRD0536,Electronics,Aisle,413.3,False,Low,College Students,True,468.45,608,-55.15,1,608.0
PRD0537,Electronics,Aisle,249.88,True,Medium,Young Adults,True,276.09,500,-26.21,2,250.0
PRD0538,Food,Front of Store,164.82,True,Medium,College Students,True,152.33,621,12.49,2,310.5
PRD0539,Electronics,Aisle,145.38,True,Medium,Young Adults,False,143.22,750,2.16,2,375.0
PRD0540,Electronics,End-cap,275.92,True,Medium,Seniors,False,245.22,737,30.7,2,368.5
PRD0541,Food,Aisle,69.64,False,Medium,Families,False,79.13,607,-9.49,2,303.5
PRD0542,Food,Front of Store,426.95,True,High,Seniors,False,440.55,1475,-13.6,3,491.67
PRD0543,Clothing,End-cap,395.21,True,High,Young Adults,False,363.04,1624,32.17,3,541.33
PRD0544,Electronics,End-cap,447.61,False,Low,Seniors,False,470.67,718,-23.06,1,718.0
PRD0545,Food,Front of Store,382.32,True,Medium,College Students,False,395.87,963,-13.55,2,481.5
PRD0546,Clothing,Aisle,250.72,False,High,Young Adults,False,26.56,695,224.16,3,231.67
PRD0547,Electronics,Front of Store,314.96,True,High,College Students,False,278.45,1406,36.51,3,468.67
PRD0548,Clothing,Front of Store,419.17,True,Medium,Seniors,False,440.75,1347,-21.58,2,673.5
PRD0549,Food,Aisle,13.06,False,Medium,Families,True,13.14,528,-0.08,2,264.0
PRD0550,Electronics,End-cap,465.07,False,Medium,Young Adults,False,503.06,544,-37.99,2,272.0
PRD0551,Clothing,Aisle,250.72,False,Low,College Students,False,83.7,512,167.02,1,512.0
PRD0552,Food,Aisle,230.98,True,High,Seniors,False,255.38,1033,-24.4,3,344.33
PRD0553,Food,End-cap,495.96,True,Medium,Young Adults,True,503.68,348,-7.72,2,174.0
PRD0554,Food,End-cap,216.76,False,Low,Families,False,220.72,676,-3.96,1,676.0
PRD0555,Food,Front of Store,497.87,False,Medium,Young Adults,False,554.13,554,-56.26,2,277.0
PRD0556,Food,Aisle,455.16,True,Medium,Families,True,441.98,632,13.18,2,316.0
PRD0557,Food,End-cap,441.66,True,Medium,Seniors,True,393.17,1000,48.49,2,500.0
PRD0558,Food,Aisle,154.42,False,High,College Students,False,132.59,792,21.83,3,264.0
PRD0559,Clothing,Aisle,437.84,True,Medium,Young Adults,False,471.35,867,-33.51,2,433.5
PRD0560,Electronics,End-cap,438.91,True,High,Young Adults,True,454.75,1305,-15.84,3,435.0
PRD0561,Electronics,End-cap,51.2,True,High,College Students,True,54.33,1732,-3.13,3,577.33
PRD0562,Clothing,Aisle,183.42,True,Low,Young Adults,True,167.63,419,15.79,1,419.0
PRD0563,Food,End-cap,45.8,True,Low,Young Adults,False,40.8,778,5.0,1,778.0
PRD0564,Electronics,Aisle,333.93,False,High,Young Adults,True,285.3,888,48.63,3,296.0
PRD0565,Food,End-cap,326.21,True,High,Young Adults,False,311.59,981,14.62,3,327.0
PRD0566,Electronics,Front of Store,30.63,True,Medium,College Students,False,31.46,1137,-0.83,2,568.5
PRD0567,Food,End-cap,314.67,True,Medium,Seniors,False,304.5,763,10.17,2,381.5
PRD0568,Clothing,Aisle,364.36,True,High,Young Adults,False,357.53,1211,6.83,3,403.67
PRD0569,Food,End-cap,378.84,False,High,College Students,True,424.77,1282,-45.93,3,427.33
PRD0570,Electronics,Aisle,217.47,False,Medium,Seniors,True,207.57,775,9.9,2,387.5
PRD0571,Food,End-cap,50.14,False,Medium,College Students,False,50.35,718,-0.21,2,359.0
PRD0572,Electronics,Aisle,52.12,False,Medium,Families,True,56.56,492,-4.44,2,246.0
PRD0573,Food,Aisle,110.64,False,Medium,Seniors,False,107.21,497,3.43,2,248.5
PRD0574,Electronics,End-cap,43.58,True,Low,Seniors,True,45.18,636,-1.6,1,636.0
PRD0575,Electronics,Aisle,298.87,True,Medium,Families,False,331.36,886,-32.49,2,443.0
PRD0576,Electronics,Front of Store,262.12,True,High,Seniors,False,297.47,662,-35.35,3,220.67
PRD0577,Food,Front of Store,225.31,True,High,Seniors,True,201.45,800,23.86,3,266.67
PRD0578,Electronics,End-cap,8.99,False,Medium,Families,False,10.14,523,-1.15,2,261.5
